latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
34.182585,-118.129109,0.30,0.40,0.40,0.14,0.30,0.30,0.40,0.14,1,2022-06-08 14:31:45.544,2022-06-08 07:31:45.544,16,0,0,16.448,34.182586,-118.129110,0.00,0.00,-0.40,1.20,0.00,165.70,0,1,0,91,100,-4161,3324,16448,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698705543,4213,4207,4210,4210,0,0,27,Litchi_iOS_2.14.0,Brian-MAVIC 2,163DFCK001S13F,1DUCFB800104PR,0P2AG1J53400UY,,0,3693,0,-12.00,0.00,1657.00,0.00,0.00,1659.00,11,3.00,4.00,1.41,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.40,0.40,0.40,0.17,0.40,0.40,0.40,0.17,100,2022-06-08 14:31:45.642,2022-06-08 07:31:45.642,16,0,0,16.448,34.182586,-118.129110,0.00,0.00,-0.40,1.10,0.00,165.70,0,1,0,91,100,-4161,3324,16448,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698705642,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-11.00,0.00,1657.00,0.00,0.00,1659.00,11,4.00,4.00,1.74,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.40,0.50,0.40,0.18,0.40,0.40,0.40,0.18,200,2022-06-08 14:31:45.743,2022-06-08 07:31:45.743,16,0,0,16.448,34.182586,-118.129110,0.00,0.00,-0.40,0.70,0.00,165.70,0,1,0,91,100,-4161,3324,16448,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698705742,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-7.00,0.00,1657.00,0.00,0.00,1658.00,11,4.00,4.00,1.78,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.50,0.50,0.40,0.19,0.50,0.50,0.40,0.19,299,2022-06-08 14:31:45.842,2022-06-08 07:31:45.842,16,0,0,16.448,34.182586,-118.129110,0.00,0.00,-0.40,0.40,0.00,165.70,0,1,0,91,100,-4161,3324,16448,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698705841,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-4.00,0.00,1657.00,0.00,0.00,1658.00,11,5.00,4.00,1.92,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.50,0.60,0.40,0.20,0.50,0.50,0.40,0.20,400,2022-06-08 14:31:45.943,2022-06-08 07:31:45.943,16,0,0,16.448,34.182586,-118.129110,0.00,0.00,-0.40,0.20,0.00,165.70,0,1,0,91,100,-4161,3324,16448,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698705942,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-2.00,0.00,1657.00,0.00,0.00,1658.00,11,5.00,4.00,1.96,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182585,-118.129109,0.60,0.60,0.50,0.17,0.60,0.60,0.50,0.20,501,2022-06-08 14:31:46.043,2022-06-08 07:31:46.043,16,0,0,16.210,34.182586,-118.129110,0.00,0.00,-0.50,0.20,0.00,165.70,0,1,0,90,100,-7102,3321,16210,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698706043,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-2.00,0.00,1657.00,0.00,0.00,1658.00,11,6.00,5.00,1.69,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182585,-118.129109,0.60,0.70,0.50,0.17,0.60,0.60,0.50,0.20,601,2022-06-08 14:31:46.143,2022-06-08 07:31:46.143,16,0,0,16.210,34.182586,-118.129110,0.00,0.00,-0.50,0.30,-0.10,165.70,0,1,0,90,100,-7102,3321,16210,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698706143,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-3.00,-1.00,1657.00,0.00,0.00,1658.00,11,6.00,5.00,1.70,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.70,0.70,0.50,0.20,0.70,0.70,0.50,0.20,700,2022-06-08 14:31:46.242,2022-06-08 07:31:46.242,16,0,0,16.210,34.182586,-118.129110,0.00,0.00,-0.50,0.30,-0.30,165.60,0,1,0,90,100,-7102,3321,16210,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698706242,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-3.00,-3.00,1656.00,0.00,0.00,1658.00,11,7.00,5.00,1.98,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.70,0.80,0.50,0.20,0.70,0.70,0.50,0.20,800,2022-06-08 14:31:46.343,2022-06-08 07:31:46.343,16,0,0,16.210,34.182586,-118.129110,0.00,0.00,-0.50,0.20,-0.30,165.70,0,1,0,90,100,-7102,3321,16210,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698706342,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-2.00,-3.00,1657.00,0.00,0.00,1658.00,11,7.00,5.00,2.02,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.80,0.80,0.50,0.21,0.80,0.80,0.50,0.21,901,2022-06-08 14:31:46.444,2022-06-08 07:31:46.444,16,0,0,16.210,34.182586,-118.129110,0.00,0.00,-0.50,0.30,-0.30,165.70,0,1,0,90,100,-7102,3321,16210,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698706443,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-3.00,-3.00,1657.00,0.00,0.00,1658.00,11,8.00,5.00,2.06,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182584,-118.129109,0.80,0.90,0.50,0.21,0.80,0.80,0.50,0.21,953,2022-06-08 14:31:46.496,2022-06-08 07:31:46.496,16,0,0,16.210,34.182586,-118.129110,0.00,0.00,-0.50,0.40,-0.20,165.70,0,1,0,90,100,-7102,3321,16210,2991.50,1,TakeOff,1,0,0,0,0,0,0,1654698706495,4213,4207,4210,4210,0,0,27,,,,,,,0,0,0,-4.00,-2.00,1657.00,0.00,0.00,1658.00,11,8.00,5.00,2.11,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
