Device Information:,,,,,,,,,,,,,,,
Name:,WEATHER - 2636851,,,,,,,,,,,,,,
Model:,5500L,,,,,,,,,,,,,,
Serial:,2636851,,,,,,,,,,,,,,
Firmware:,1.46,,,,,,,,,,,,,,
Profile Version:,0.09,,,,,,,,,,,,,,
Hardware Version:,Rev 14,,,,,,,,,,,,,,
LiNK Version:,1.04.04,,,,,,,,,,,,,,
Time,Temp,Wet Bulb Temp.,Rel. Hum.,Baro.,Altitude,Station P.,Wind Speed,Heat Index,Dew Point,Dens. Alt.,Crosswind,Headwind,Mag. Dir.,True Dir.,Wind Chill
yyyy-MM-dd hh:mm:ss,Celsius,Celsius,%,mb,Meters,mb,m/s,Celsius,Celsius,Meters,m/s,m/s,Degrees,Degrees,Celsius
6/8/22 16:47,18.8,16,75.4,1007,50,1007.1,6.8,18.5,14.4,264,4.6,-5,221,222,17.9
6/8/22 16:47,19,16.3,76.4,1007,49,1007.1,6.3,18.6,14.7,270,4.1,-4.8,218,219,18
6/8/22 16:47,19,16.4,77.4,1007.2,49,1007.2,6.8,18.8,15,272,4.7,-5,222,222,18.1
6/8/22 16:47,19,16.6,78.4,1007.2,49,1007.2,6.8,18.7,15.1,273,4.5,-5,221,221,18
6/8/22 16:47,18.9,16.6,79.3,1007,49,1007.1,7,18.8,15.3,272,4.7,-5.2,223,224,18
6/8/22 16:47,18.9,16.7,80,1007,50,1007.1,6.6,18.8,15.4,272,4.4,-4.9,222,223,18
6/8/22 16:47,18.9,16.7,80.6,1007.2,49,1007.2,6.4,18.8,15.5,271,4.4,-4.7,219,219,18
6/8/22 16:47,19,16.9,81.1,1007.2,49,1007.2,6,19,15.7,277,3.9,-4.5,222,222,18.2
6/8/22 16:47,19.1,17,81.8,1007.2,49,1007.2,5.6,19.2,15.9,280,3.8,-4.1,221,222,18.4
6/8/22 16:47,19.2,17.2,82.4,1007,49,1007.1,5.5,19.2,16.1,285,3.8,-4,225,226,18.5
6/8/22 16:47,19.2,17.2,83.1,1007.2,49,1007.2,6.3,19.3,16.2,283,4.2,-4.7,224,224,18.3
6/8/22 16:47,19,17.2,83.7,1007.2,49,1007.2,6.9,19.1,16.2,278,4.4,-5.3,221,221,18.1
6/8/22 16:47,18.9,17.1,84.1,1007.2,49,1007.2,6.6,19,16.2,274,4.3,-5,222,223,18
6/8/22 16:47,18.9,17.1,84.2,1007,49,1007.1,6.4,19,16.2,276,4.1,-4.9,219,219,18
6/8/22 16:47,18.9,17.2,84.4,1007,49,1007.1,6.8,19.1,16.3,276,4.6,-5.1,221,222,18
6/8/22 16:47,18.9,17.2,84.6,1007.2,49,1007.2,6.9,19.1,16.3,276,4.8,-5,223,223,18
6/8/22 16:47,18.8,17.2,84.9,1007.2,49,1007.2,6.8,19,16.2,273,4.6,-5.1,220,220,17.8
6/8/22 16:47,18.8,17.1,85,1007.2,49,1007.2,6.4,18.8,16.2,270,4.3,-4.8,222,222,17.8
6/8/22 16:47,18.8,17.2,85.2,1007,49,1007.1,6,19,16.3,272,4.2,-4.3,227,227,18
6/8/22 16:47,19,17.3,85.3,1007.2,49,1007.2,5.7,19.1,16.4,277,4,-4,223,224,18.2
6/8/22 16:47,19.1,17.5,85.6,1007,49,1007.1,5.8,19.2,16.6,283,4.1,-4.2,223,224,18.3
6/8/22 16:47,19,17.4,86,1007.2,49,1007.2,6.8,19.2,16.6,280,4.8,-4.9,225,226,18.1
6/8/22 16:47,18.8,17.3,86.4,1007.2,49,1007.2,7.3,19.1,16.5,273,4.8,-5.5,221,222,17.8
6/8/22 16:47,18.8,17.2,86.4,1007.2,49,1007.2,6.8,18.9,16.4,269,4.8,-4.8,222,223,17.7
6/8/22 16:47,18.7,17.2,86.4,1007,49,1007.1,6.3,18.9,16.4,270,4.4,-4.5,224,225,17.8
6/8/22 16:47,18.8,17.3,86.3,1007.2,49,1007.2,6.1,19.1,16.5,273,4.3,-4.3,225,226,18
6/8/22 16:47,19,17.5,86.5,1007.2,49,1007.2,6.1,19.2,16.7,280,4.3,-4.4,224,224,18.1
6/8/22 16:47,18.9,17.4,86.8,1007.2,49,1007.2,6.2,19.2,16.7,277,4,-4.8,222,223,18.1
6/8/22 16:47,18.9,17.4,87.2,1007.2,49,1007.2,6.1,19.1,16.7,275,4.2,-4.4,222,222,18
6/8/22 16:47,18.8,17.4,87.4,1007,49,1007.1,6.4,19.1,16.7,274,4.2,-4.8,217,218,17.9
6/8/22 16:48,18.8,17.4,87.5,1007.2,49,1007.1,6.5,19.1,16.7,274,4.5,-4.7,224,225,17.9
6/8/22 16:48,18.8,17.4,87.5,1007.2,49,1007.2,6.5,19.1,16.7,273,4.4,-4.8,221,221,17.9
6/8/22 16:48,18.9,17.5,87.6,1007.2,48,1007.2,7,19.2,16.8,278,4.5,-5.4,220,220,17.9
6/8/22 16:48,18.8,17.4,87.8,1007.2,48,1007.2,7.4,19.1,16.7,273,4.9,-5.6,221,222,17.7
6/8/22 16:48,18.8,17.4,87.8,1007.2,49,1007.2,6.6,18.9,16.7,271,4.6,-4.6,222,222,17.8
6/8/22 16:48,18.8,17.4,87.7,1007.2,49,1007.2,6.6,19.1,16.7,274,4.8,-4.6,224,225,17.9
6/8/22 16:48,18.9,17.5,87.8,1007.2,49,1007.2,7.2,19.1,16.8,276,5,-5.2,222,223,17.8
6/8/22 16:48,18.8,17.4,87.9,1007.2,48,1007.2,7.5,18.9,16.7,271,5.4,-5.2,223,224,17.6
6/8/22 16:48,18.7,17.3,87.9,1007.2,49,1007.2,7,18.8,16.6,269,4.7,-5.2,223,223,17.6
6/8/22 16:48,18.7,17.3,87.8,1007.2,49,1007.2,7,18.9,16.6,269,4.5,-5.4,220,221,17.7
6/8/22 16:48,18.7,17.3,87.6,1007.2,48,1007.2,7.4,18.9,16.6,270,4.9,-5.6,225,225,17.6
6/8/22 16:48,18.7,17.3,87.6,1007.2,48,1007.3,7.9,18.9,16.6,268,5.8,-5.3,229,229,17.5
6/8/22 16:48,18.6,17.2,87.6,1007.2,49,1007.2,7.4,18.7,16.5,264,5.4,-5,225,226,17.4
6/8/22 16:48,18.5,17.2,87.5,1007.2,48,1007.2,7.4,18.6,16.4,260,5.3,-5.3,225,225,17.2
6/8/22 16:48,18.5,17,87.2,1007.2,48,1007.2,7.7,18.6,16.3,260,5.7,-5.2,229,229,17.2
6/8/22 16:48,18.5,17,87,1007.2,49,1007.2,7,18.7,16.3,262,5,-4.9,223,224,17.4
6/8/22 16:48,18.8,17.3,87,1007.2,49,1007.2,6.6,18.9,16.6,272,4.8,-4.5,229,229,17.7
6/8/22 16:48,18.9,17.4,87.2,1007.2,49,1007.2,6.4,19.2,16.7,277,5.2,-3.8,230,230,18
6/8/22 16:48,18.9,17.6,87.6,1007.2,49,1007.2,6,19.2,16.9,280,4.6,-4,231,231,18.1
6/8/22 16:48,18.9,17.6,88.1,1007.2,49,1007.2,5.8,19.2,16.9,278,4.4,-3.8,227,227,18.2
6/8/22 16:48,18.9,17.7,88.4,1007.2,49,1007.2,6.5,19.3,17,278,5,-4.1,233,233,18
6/8/22 16:48,18.9,17.7,88.7,1007.2,49,1007.1,6.5,19.1,17,278,4.6,-4.6,227,227,17.9
6/8/22 16:48,18.8,17.6,88.7,1007.2,49,1007.2,7.2,19.1,16.9,275,5.5,-4.6,230,231,17.8
6/8/22 16:48,18.8,17.6,88.6,1007.2,48,1007.2,7.4,19.1,16.9,276,5.7,-4.7,229,229,17.8
6/8/22 16:48,18.8,17.6,88.5,1007.2,49,1007.2,6.4,19.1,16.9,273,4.9,-4.1,229,229,17.9
6/8/22 16:48,18.8,17.5,88.3,1007.2,49,1007.1,6.1,19.1,16.8,274,5.2,-3.2,233,233,17.9
6/8/22 16:48,18.8,17.5,88.2,1007.2,49,1007.2,6.6,19.1,16.8,273,4.8,-4.5,226,227,17.9
6/8/22 16:48,18.8,17.4,88.1,1007.2,48,1007.2,7.1,18.9,16.7,271,5.1,-5,224,225,17.7
6/8/22 16:48,18.8,17.5,87.9,1007.2,48,1007.2,7,19.1,16.8,273,5.3,-4.6,229,230,17.8
