latitude,longitude,altitude(feet),ultrasonicHeight(feet),speed(mph),distance(feet),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mph),velocityY(mph),velocityZ(mph),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
34.182946,-118.129091,0.98,1.31,0.89,0.30,0.98,0.98,0.89,0.30,1,2022-06-06 23:27:29.298,2022-06-06 16:27:29.298,16,0,0,16.437,34.182946,-118.129091,0.00,0.00,-0.89,1.30,-1.80,-3.10,0,1,0,78,100,-2716,2647,16437,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049298,4113,4113,4111,4101,0,0,27,Litchi_iOS_2.14.0,Brian-MAVIC 2,163DFCK001S13F,1DUCFB800104PR,0P2AFBV5340045,,0,3416,0,-13.00,-18.00,-31.00,0.00,0.00,-157.00,11,3.00,4.00,0.93,0.00,0.00,-4.00,0,,,100,100,0,1,0,0,0,1,6,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
34.182946,-118.129091,1.31,1.31,0.89,0.33,1.31,1.31,0.89,0.33,99,2022-06-06 23:27:29.396,2022-06-06 16:27:29.396,16,0,0,16.437,34.182946,-118.129091,0.00,0.00,-0.89,1.30,-2.00,-3.10,0,1,0,78,100,-2716,2647,16437,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049396,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-13.00,-20.00,-31.00,0.00,0.00,-157.00,11,4.00,4.00,0.99,0.00,0.00,-4.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182946,-118.129091,1.31,1.64,0.89,0.37,1.31,1.31,0.89,0.37,198,2022-06-06 23:27:29.495,2022-06-06 16:27:29.496,16,0,0,16.272,34.182946,-118.129091,0.00,0.00,-0.89,1.50,-1.70,-3.10,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049495,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-15.00,-17.00,-31.00,0.00,0.00,-157.00,11,4.00,4.00,1.12,0.00,0.00,-4.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,1.64,1.64,1.12,0.39,1.64,1.64,1.12,0.39,300,2022-06-06 23:27:29.598,2022-06-06 16:27:29.598,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,1.70,-1.90,-3.10,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049597,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-17.00,-19.00,-31.00,0.00,0.00,-157.00,11,5.00,5.00,1.20,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,1.64,1.97,1.12,0.40,1.64,1.64,1.12,0.40,401,2022-06-06 23:27:29.699,2022-06-06 16:27:29.699,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,1.90,-1.50,-3.10,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049698,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-19.00,-15.00,-31.00,0.00,0.00,-156.00,11,5.00,5.00,1.22,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,1.97,1.97,1.12,0.43,1.97,1.97,1.12,0.43,500,2022-06-06 23:27:29.797,2022-06-06 16:27:29.797,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.00,-1.10,-3.10,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049797,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-20.00,-11.00,-31.00,0.00,0.00,-156.00,11,6.00,5.00,1.31,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,2.30,2.30,1.12,0.51,2.30,2.30,1.12,0.51,549,2022-06-06 23:27:29.847,2022-06-06 16:27:29.847,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.40,-1.50,-3.00,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049846,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-24.00,-15.00,-30.00,0.00,0.00,-156.00,11,7.00,5.00,1.56,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,2.30,2.30,1.12,0.54,2.30,2.30,1.12,0.54,700,2022-06-06 23:27:29.998,2022-06-06 16:27:29.998,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.50,-1.70,-2.90,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558049997,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-25.00,-17.00,-29.00,0.00,0.00,-156.00,11,7.00,5.00,1.66,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,2.62,2.62,1.12,0.65,2.62,2.62,1.12,0.65,799,2022-06-06 23:27:30.096,2022-06-06 16:27:30.097,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.80,-1.30,-2.90,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558050096,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-28.00,-13.00,-29.00,0.00,0.00,-156.00,11,8.00,5.00,2.00,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,2.95,2.62,1.12,0.69,2.95,2.95,1.12,0.69,901,2022-06-06 23:27:30.198,2022-06-06 16:27:30.198,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.90,-1.10,-3.00,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558050198,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-29.00,-11.00,-30.00,0.00,0.00,-156.00,11,9.00,5.00,2.10,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182947,-118.129091,2.95,2.95,1.12,0.71,2.95,2.95,1.12,0.71,1000,2022-06-06 23:27:30.298,2022-06-06 16:27:30.298,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.70,-0.60,-3.00,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558050297,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-27.00,-6.00,-30.00,0.00,0.00,-155.00,11,9.00,5.00,2.16,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182948,-118.129091,3.28,3.28,1.12,0.74,3.28,3.28,1.12,0.74,1099,2022-06-06 23:27:30.396,2022-06-06 16:27:30.396,15,0,0,16.272,34.182946,-118.129091,0.00,0.00,-1.12,2.80,-0.50,-2.90,0,1,0,78,100,-6766,2644,16272,3151.50,10,TakeOff,1,0,0,0,0,0,0,1654558050396,4113,4113,4111,4101,0,0,27,,,,,,,0,0,0,-28.00,-5.00,-29.00,0.00,0.00,-155.00,11,10.00,5.00,2.25,0.00,0.00,-5.00,0,,,100,100,0,1,0,0,0,1,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
