latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
34.182592,-118.129089,0.30,0.40,0.41,0.17,0.30,0.30,0.41,0.17,0,2022-06-08 00:32:52.853,2022-06-07 17:32:52.853,15,0,0,15.841,34.182590,-118.129089,0.10,0.00,-0.40,1.40,-2.40,-35.00,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648372852,4006,3982,3989,3986,0,0,27,Litchi_iOS_2.14.0,Brian-MAVIC 2,163DFCK001S13F,1DUCFB800104PR,0P2AG3L53400KG,,0,3630,0,-14.00,-24.00,-350.00,0.00,0.00,-325.00,11,3.00,4.12,1.69,1.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
34.182592,-118.129089,0.40,0.40,0.41,0.18,0.40,0.40,0.41,0.18,100,2022-06-08 00:32:52.952,2022-06-07 17:32:52.952,15,0,0,15.841,34.182590,-118.129089,0.10,0.00,-0.40,1.40,-2.30,-35.00,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648372952,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-14.00,-23.00,-350.00,0.00,0.00,-325.00,11,4.00,4.12,1.82,1.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182592,-118.129089,0.40,0.50,0.41,0.24,0.40,0.40,0.41,0.24,200,2022-06-08 00:32:53.053,2022-06-07 17:32:53.053,15,0,0,15.841,34.182590,-118.129089,0.10,0.00,-0.40,1.60,-2.60,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373052,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-16.00,-26.00,-349.00,0.00,0.00,-326.00,11,4.00,4.12,2.42,1.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182592,-118.129089,0.50,0.50,0.51,0.26,0.50,0.50,0.51,0.26,300,2022-06-08 00:32:53.152,2022-06-07 17:32:53.152,15,0,0,15.841,34.182590,-118.129089,0.10,0.00,-0.50,1.70,-3.10,-35.00,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373152,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-17.00,-31.00,-350.00,0.00,0.00,-326.00,11,5.00,5.10,2.58,1.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182592,-118.129089,0.50,0.60,0.51,0.26,0.50,0.50,0.51,0.26,400,2022-06-08 00:32:53.252,2022-06-07 17:32:53.252,15,0,0,15.841,34.182590,-118.129089,0.10,0.00,-0.50,1.70,-3.30,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373252,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-17.00,-33.00,-349.00,0.00,0.00,-326.00,11,5.00,5.10,2.55,1.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182593,-118.129089,0.60,0.60,0.50,0.27,0.60,0.60,0.51,0.27,500,2022-06-08 00:32:53.352,2022-06-07 17:32:53.352,15,0,0,15.841,34.182590,-118.129089,0.00,0.00,-0.50,1.70,-3.20,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373352,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-17.00,-32.00,-349.00,0.00,0.00,-326.00,11,6.00,5.00,2.66,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182592,-118.129089,0.60,0.70,0.50,0.26,0.60,0.60,0.51,0.27,600,2022-06-08 00:32:53.452,2022-06-07 17:32:53.452,15,0,0,15.841,34.182590,-118.129089,0.00,0.00,-0.50,1.70,-2.90,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373452,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-17.00,-29.00,-349.00,0.00,0.00,-326.00,11,6.00,5.00,2.63,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182593,-118.129089,0.70,0.70,0.50,0.27,0.70,0.70,0.51,0.27,699,2022-06-08 00:32:53.552,2022-06-07 17:32:53.552,15,0,0,15.841,34.182590,-118.129089,0.00,0.00,-0.50,1.80,-2.70,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373551,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-18.00,-27.00,-349.00,0.00,0.00,-326.00,11,7.00,5.00,2.70,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182593,-118.129089,0.70,0.80,0.50,0.30,0.70,0.70,0.51,0.30,800,2022-06-08 00:32:53.652,2022-06-07 17:32:53.652,15,0,0,15.841,34.182590,-118.129089,0.00,0.00,-0.50,1.80,-2.60,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373652,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-18.00,-26.00,-349.00,0.00,0.00,-326.00,11,7.00,5.00,3.05,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
34.182593,-118.129089,0.80,0.80,0.50,0.31,0.80,0.80,0.51,0.31,899,2022-06-08 00:32:53.752,2022-06-07 17:32:53.752,15,0,0,15.841,34.182590,-118.129089,0.00,0.00,-0.50,1.90,-2.60,-34.90,0,1,0,68,100,-5234,2445,15841,3161.50,5,TakeOff,1,0,0,0,0,0,0,1654648373751,4006,3982,3989,3986,0,0,27,,,,,,,0,0,0,-19.00,-26.00,-349.00,0.00,0.00,-326.00,11,8.00,5.00,3.11,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
