Device Name,WEATHER - 2636849,,,,,,,,,,,,,,,,,,,,,,
Device Model,5500L,,,,,,,,,,,,,,,,,,,,,,
Serial Number,2636849,,,,,,,,,,,,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Wet Bulb Temp,Relative Humidity,Barometric Pressure,Altitude,Station Pressure,Wind Speed,Heat Index,Dew Point,Density Altitude,Crosswind,Headwind,Compass Magnetic Direction,Compass True Direction,Wind Chill,,,,,,,,
yyyy-MM-dd hh:mm:ss a,°C,°C,%,mb,m,mb,km/h,°C,°C,m,km/h,km/h,Deg,Deg,°C,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
5/20/22 18:11,21.4,8.3,18,761,2348,761,0,19.3,-3.9,3119,0,0,180,180,21.4,point,,,,,,,
5/20/22 18:11,21.4,8.3,18,761,2348,761,7.2,19.3,-3.8,3119,0.1,-7.2,183,183,21.4,point,,,,,,,
5/20/22 18:11,21.5,8.4,18.1,761,2347,761,12.2,19.3,-3.8,3121,0.2,-12.2,181,181,21.4,point,,,,,,,
5/20/22 18:11,21.3,8.4,18.2,761,2347,761.1,13.7,19.2,-3.8,3116,0.5,-13.6,181,182,21.3,point,,,,,,,
5/20/22 18:11,21.3,8.4,18.2,761,2347,761.1,11.8,19.2,-3.8,3116,0,-11.8,180,180,21.3,point,,,,,,,
5/20/22 18:11,21.4,8.4,18.1,761,2347,761.1,12.2,19.3,-3.8,3118,0.2,-12.2,179,179,21.4,point,,,,,,,
5/20/22 18:11,21.4,8.4,18.1,761,2347,761,12.2,19.3,-3.8,3121,0,-12.2,179,180,21.4,point,,,,,,,
5/20/22 18:11,21.4,8.3,18.1,761,2346,761.1,21.8,19.2,-3.8,3117,0.4,-21.8,178,179,21.2,point,,,,,,,
5/20/22 18:11,21.2,8.2,18.1,761,2346,761.1,22.6,18.9,-4,3111,0.8,-22.6,178,178,21,point,,,,,,,
5/20/22 18:11,21.1,8.2,18,761,2347,761.1,18.3,18.7,-4.1,3107,0.6,-18.3,178,178,21,point,,,,,,,
5/20/22 18:11,21.1,8.1,18,761,2346,761.1,16.6,18.7,-4.2,3107,0.3,-16.6,178,179,21,point,,,,,,,
5/20/22 18:11,21.1,8.1,18,761,2346,761.1,17.4,18.7,-4.2,3107,0,-17.4,179,180,21,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761.1,16.4,18.7,-4.2,3106,0.6,-16.4,181,182,21,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761.1,18.8,18.7,-4.2,3105,0.3,-18.8,179,179,21,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761.1,19.6,18.6,-4.2,3104,0.3,-19.6,180,181,20.8,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761.1,17.3,18.6,-4.2,3103,0.6,-17.3,182,182,20.9,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761.1,16.3,18.6,-4.2,3104,0.3,-16.3,180,181,20.9,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761,12.8,18.6,-4.2,3105,0,-12.8,179,180,20.9,point,,,,,,,
5/20/22 18:11,21,8.1,18,761,2347,761,13,18.7,-4.2,3106,0,-13,179,180,21,point,,,,,,,
5/20/22 18:11,21.1,8.2,18.1,761,2347,761.1,17.8,18.7,-4.1,3108,0.3,-17.8,179,179,21,point,,,,,,,
5/20/22 18:11,21.1,8.2,18.1,761,2347,761.1,15.1,18.9,-4.1,3108,0.3,-15.1,179,179,21.1,point,,,,,,,
5/20/22 18:11,21,8.1,18.1,761,2347,761.1,16.7,18.7,-4.1,3106,0.3,-16.7,180,181,21,point,,,,,,,
5/20/22 18:11,21,8.1,18.1,761,2347,761,14.6,18.6,-4.2,3105,0.3,-14.6,180,181,20.9,point,,,,,,,
5/20/22 18:11,20.9,8.1,18.1,761,2347,761,15.5,18.6,-4.2,3104,0.3,-15.5,178,179,20.9,point,,,,,,,
5/20/22 18:11,21,8.1,18.1,761,2348,761,14.2,18.7,-4.1,3107,0.5,-14.2,177,178,21,point,,,,,,,
5/20/22 18:11,21.1,8.2,18.1,761,2348,761,10.9,18.9,-4,3111,0.4,-10.9,178,178,21.1,point,,,,,,,
5/20/22 18:11,21.2,8.2,18.1,761,2348,761,12.8,19,-3.9,3114,0.2,-12.8,179,179,21.2,point,,,,,,,
5/20/22 18:11,21.2,8.2,18.1,761,2347,761,17.8,19,-3.9,3114,0.3,-17.8,179,179,21.2,point,,,,,,,
5/20/22 18:11,21.2,8.2,18.1,761,2347,761.1,17.8,19,-4,3112,0,-17.8,180,180,21.2,point,,,,,,,
5/20/22 18:11,21.2,8.2,18.1,761,2347,761.1,16.2,18.9,-4,3111,0.3,-16.2,179,179,21.1,point,,,,,,,
5/20/22 18:12,21.1,8.2,18.1,761,2347,761.1,15.6,18.9,-4.1,3109,0.5,-15.6,178,178,21.1,point,,,,,,,
5/20/22 18:12,21.1,8.2,18.1,761,2347,761.1,13.9,18.7,-4.1,3108,0.2,-13.9,179,179,21,point,,,,,,,
5/20/22 18:12,21.1,8.2,18.1,761,2347,761,12.1,18.7,-4.1,3109,0.2,-12,178,179,21,point,,,,,,,
5/20/22 18:12,21.1,8.2,18.1,761,2347,761.1,17.3,18.9,-4.1,3109,1.2,-17.2,176,176,21.1,point,,,,,,,
5/20/22 18:12,21,8.1,18.1,761,2346,761.1,23.2,18.7,-4.1,3106,0.4,-23.2,178,179,20.8,point,,,,,,,
5/20/22 18:12,20.9,8.1,18.1,761.2,2346,761.2,23.2,18.6,-4.2,3101,0,-23.2,180,180,20.7,point,,,,,,,
5/20/22 18:12,20.9,8,18.1,761.2,2346,761.2,21.8,18.4,-4.2,3099,0,-21.8,179,180,20.6,point,,,,,,,
5/20/22 18:12,20.8,8,18.1,761.2,2346,761.2,22.5,18.4,-4.3,3097,1.2,-22.4,182,183,20.6,point,,,,,,,
5/20/22 18:12,20.8,8,18.1,761,2346,761.1,14.7,18.4,-4.3,3099,0.8,-14.7,182,183,20.8,point,,,,,,,
5/20/22 18:12,20.8,8,18.1,761,2346,761.1,14.1,18.4,-4.3,3099,0.2,-14.1,179,179,20.8,point,,,,,,,
5/20/22 18:12,20.9,8,18.1,761,2346,761.1,17.9,18.4,-4.3,3100,0,-17.9,180,180,20.8,point,,,,,,,
5/20/22 18:12,20.8,8,18.1,761,2347,761.1,13.9,18.3,-4.3,3097,0.2,-13.9,179,179,20.7,point,,,,,,,
5/20/22 18:12,20.7,7.8,18.1,761,2347,761,16.3,18.3,-4.3,3097,0.3,-16.3,179,179,20.7,point,,,,,,,
5/20/22 18:12,20.7,7.8,18.1,761,2347,761.1,17.6,18.3,-4.3,3095,0.3,-17.6,181,181,20.7,point,,,,,,,
5/20/22 18:12,20.7,7.8,18.1,761,2347,761.1,15.6,18.2,-4.4,3094,0.5,-15.6,177,178,20.6,point,,,,,,,
5/20/22 18:12,20.7,7.8,18.1,761.5,2342,761.6,14.2,18.2,-4.4,3087,0.2,-14.2,179,179,20.6,point,,,,,,,
5/20/22 18:12,20.7,8,18.2,761,2347,761.1,11.4,18.2,-4.3,3094,0,-11.4,180,180,20.6,point,,,,,,,
5/20/22 18:12,20.7,8,18.3,761,2347,761.1,11.5,18.3,-4.2,3095,0.6,-11.5,182,183,20.7,point,,,,,,,
5/20/22 18:12,20.7,8,18.4,761,2347,761,11.4,18.3,-4.2,3097,0,-11.4,180,180,20.7,point,,,,,,,
5/20/22 18:12,20.8,8.1,18.4,761,2348,761,13.3,18.4,-4.1,3099,0.2,-13.3,180,181,20.7,point,,,,,,,
5/20/22 18:12,20.9,8.1,18.4,761,2347,761,13,18.5,-4,3101,0.2,-13,178,179,20.8,point,,,,,,,
5/20/22 18:12,21,8.1,18.4,761,2348,761,13.9,18.7,-3.9,3105,0.7,-13.9,176,177,20.9,point,,,,,,,
5/20/22 18:12,21,8.1,18.4,761,2347,761.1,15.5,18.6,-4,3103,0.3,-15.5,178,179,20.9,point,,,,,,,
5/20/22 18:12,21,8.1,18.4,761,2347,761,15.8,18.6,-4,3104,0,-15.8,180,180,20.9,point,,,,,,,
5/20/22 18:12,20.9,8.1,18.4,761,2347,761,14.3,18.4,-4,3102,0,-14.3,179,180,20.8,point,,,,,,,
5/20/22 18:12,20.9,8.1,18.4,761,2347,761.1,16.4,18.4,-4,3101,0.6,-16.4,178,178,20.8,point,,,,,,,
5/20/22 18:12,20.9,8.1,18.4,761,2347,761.1,19.1,18.4,-4,3101,0.7,-19.1,178,178,20.7,point,,,,,,,
5/20/22 18:12,20.8,8,18.3,761,2347,761.1,17.9,18.3,-4.2,3096,0,-17.9,179,180,20.6,point,,,,,,,
5/20/22 18:12,20.7,8,18.3,761,2348,761,16.3,18.3,-4.2,3097,0.3,-16.3,181,181,20.7,point,,,,,,,
5/20/22 18:12,20.7,8,18.3,761,2347,761.1,18.4,18.3,-4.2,3095,0,-18.4,180,180,20.6,point,,,,,,,
5/20/22 18:13,20.7,8,18.3,761,2347,761.1,18.9,18.2,-4.3,3093,0.7,-18.9,181,182,20.5,point,,,,,,,
5/20/22 18:13,20.7,8,18.3,761,2346,761.1,18.9,18.2,-4.2,3094,0.3,-18.9,179,179,20.5,point,,,,,,,
5/20/22 18:13,20.7,8,18.3,761,2347,761.1,19.3,18.3,-4.2,3095,0.7,-19.3,177,178,20.6,point,,,,,,,
5/20/22 18:13,20.8,8,18.3,761,2347,761.1,18.5,18.3,-4.2,3096,0,-18.5,180,180,20.6,point,,,,,,,
5/20/22 18:13,20.8,8.1,18.3,761,2347,761.1,16.9,18.4,-4.1,3099,0.3,-16.9,178,179,20.8,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2347,761,16.7,18.4,-4.1,3101,0.3,-16.7,179,179,20.8,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2347,761.1,16.7,18.6,-4,3102,0.3,-16.7,179,179,20.9,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2347,761,13.7,18.6,-4.1,3102,0,-13.7,179,180,20.9,point,,,,,,,
5/20/22 18:13,21,8.1,18.3,761,2347,761,15.1,18.6,-4,3105,0.5,-15.1,178,178,20.9,point,,,,,,,
5/20/22 18:13,21,8.1,18.3,761,2347,761,17.7,18.6,-4,3105,0.9,-17.7,176,177,20.9,point,,,,,,,
5/20/22 18:13,21.1,8.2,18.3,761,2348,761,16.5,18.7,-3.9,3109,0.9,-16.5,177,177,21,point,,,,,,,
5/20/22 18:13,21.1,8.2,18.3,761,2347,761,15.2,18.9,-3.9,3110,0.8,-15.2,177,177,21.1,point,,,,,,,
5/20/22 18:13,21.1,8.2,18.3,761,2347,761,13.7,18.9,-3.9,3111,0.7,-13.6,177,177,21.1,point,,,,,,,
5/20/22 18:13,21.2,8.2,18.3,761,2348,761,14.5,18.9,-3.9,3112,0.8,-14.4,177,177,21.1,point,,,,,,,
5/20/22 18:13,21.1,8.2,18.2,761,2348,761,14.2,18.7,-4,3109,0.2,-14.2,178,179,21,point,,,,,,,
5/20/22 18:13,21,8.1,18.2,761,2348,761,16.8,18.6,-4,3105,0.3,-16.8,179,179,20.9,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.2,761,2347,761,17.6,18.4,-4.1,3102,0.6,-17.6,181,182,20.8,point,,,,,,,
5/20/22 18:13,20.8,8,18.2,761,2347,761,15.7,18.4,-4.2,3100,0,-15.7,180,180,20.8,point,,,,,,,
5/20/22 18:13,20.7,8,18.2,761,2346,761.1,19.7,18.3,-4.2,3096,0.7,-19.7,178,178,20.6,point,,,,,,,
5/20/22 18:13,20.7,8,18.2,761,2347,761.1,16.8,18.3,-4.3,3095,0.3,-16.8,179,179,20.7,point,,,,,,,
5/20/22 18:13,20.8,8,18.2,761,2347,761.1,18.1,18.3,-4.2,3097,0,-18.1,179,180,20.6,point,,,,,,,
5/20/22 18:13,20.8,8,18.3,761,2347,761,16.1,18.4,-4.2,3099,0.3,-16.1,180,181,20.8,point,,,,,,,
5/20/22 18:13,20.8,8,18.3,761,2347,761,16.3,18.4,-4.2,3099,0.6,-16.3,178,178,20.8,point,,,,,,,
5/20/22 18:13,20.8,8,18.3,761,2348,761,15.8,18.3,-4.2,3099,0,-15.8,179,180,20.7,point,,,,,,,
5/20/22 18:13,20.8,8,18.3,761,2347,761.1,16.8,18.4,-4.2,3099,0.6,-16.8,178,178,20.8,point,,,,,,,
5/20/22 18:13,20.8,8,18.3,761,2348,761,16.6,18.4,-4.2,3100,0,-16.5,179,180,20.8,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2347,761,16.1,18.4,-4.1,3101,0.3,-16.1,179,179,20.8,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2347,761,15.2,18.4,-4.1,3102,0.3,-15.2,180,181,20.8,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2348,761,12.5,18.6,-4.1,3102,0.2,-12.5,181,181,20.9,point,,,,,,,
5/20/22 18:13,20.9,8.1,18.3,761,2348,761,13.2,18.6,-4.1,3102,0,-13.2,180,180,20.9,point,,,,,,,
5/20/22 18:14,20.9,8.1,18.3,761,2347,761,9.7,18.6,-4,3104,0.2,-9.7,180,181,20.9,point,,,,,,,
5/20/22 18:14,21,8.1,18.3,761,2348,761,9.5,18.6,-4,3105,0,-9.5,179,180,20.9,point,,,,,,,
5/20/22 18:14,21,8.1,18.3,761,2347,761,12.1,18.7,-4,3107,0.4,-12.1,178,178,21,point,,,,,,,
5/20/22 18:14,21,8.1,18.3,761,2348,761,11.3,18.7,-4,3106,1,-11.3,175,175,21,point,,,,,,,
5/20/22 18:14,21,8.1,18.3,761,2348,761,14.3,18.6,-4,3105,0.2,-14.3,180,181,20.9,point,,,,,,,
5/20/22 18:14,21,8.1,18.3,761,2348,761,15.8,18.7,-4,3106,0,-15.8,180,180,21,point,,,,,,,
5/20/22 18:14,21,8.1,18.2,761,2348,761,12.8,18.6,-4,3105,0.2,-12.8,180,181,20.9,point,,,,,,,
5/20/22 18:14,20.9,8.1,18.2,761,2347,761,12.4,18.6,-4.1,3104,0.2,-12.4,180,181,20.9,point,,,,,,,
